name,url,rating,location,city,area,cuisine,price,reviews,restaurant_type,num_ratings,online_delivery,table_booking,avg_cost_for_two,is_delivering_now,switch_to_order_menu
French Pastry & Cakes,https://www.zomato.com/rourkela/raurkela-industrialship-restaurants?page=1,3.2,"Raurkela Industrialship, Rourkela",Rourkela,Raurkela Industrialship,,Low,513,Casual Dining,1500,No,No,250.0,No,No
Zaiqua Restaurant,https://www.zomato.com/rourkela/raurkela-industrialship-restaurants?page=2,3.9,"Raurkela Industrialship, Rourkela",Rourkela,Raurkela Industrialship,,Low,957,Casual Dining,1669,Yes,No,100.0,Yes,Yes
Domino's Pizza,https://www.zomato.com/rourkela/raurkela-industrialship-restaurants?page=2,4.3,"Raurkela Industrialship, Rourkela",Rourkela,Raurkela Industrialship,,Low,244,Casual Dining,385,No,Yes,80.0,No,No
Anandaloke Restaurant,https://www.zomato.com/rourkela/raurkela-industrialship-restaurants?page=2,4.2,"Raurkela Industrialship, Rourkela",Rourkela,Raurkela Industrialship,,Low,1542,Casual Dining,2739,Yes,Yes,150.0,Yes,Yes
Hotel Garden,https://www.zomato.com/rourkela/raurkela-industrialship-restaurants?page=2,4.1,"Raurkela Industrialship, Rourkela",Rourkela,Raurkela Industrialship,,Low,252,Casual Dining,462,Yes,Yes,150.0,Yes,Yes
KFC,https://www.zomato.com/rourkela/raurkela-industrialship-restaurants?page=2,4.2,"Raurkela Industrialship, Rourkela",Rourkela,Raurkela Industrialship,,Low,1371,Casual Dining,1750,Yes,No,200.0,Yes,Yes
Al - Afza Restaurant & Caterer,https://www.zomato.com/rourkela/raurkela-industrialship-restaurants?page=2,4.0,"Raurkela Industrialship, Rourkela",Rourkela,Raurkela Industrialship,,Low,2363,Casual Dining,4116,Yes,Yes,200.0,Yes,Yes
La Pino'z Pizza,https://www.zomato.com/rourkela/raurkela-industrialship-restaurants?page=2,4.2,"Raurkela Industrialship, Rourkela",Rourkela,Raurkela Industrialship,,Low,496,Casual Dining,717,No,No,200.0,No,No
The Prakash Kitchen & Biryani Point,https://www.zomato.com/rourkela/raurkela-industrialship-restaurants?page=2,4.1,"Raurkela Industrialship, Rourkela",Rourkela,Raurkela Industrialship,,Low,552,Casual Dining,724,No,No,100.0,No,No
French Pastry & Cakes,https://www.zomato.com/rourkela/raurkela-industrialship-restaurants?page=2,3.2,"Raurkela Industrialship, Rourkela",Rourkela,Raurkela Industrialship,,Low,1352,Casual Dining,2597,Yes,No,250.0,Yes,Yes
Zaiqua Restaurant,https://www.zomato.com/rourkela/railway-colony-restaurants?page=1,3.9,"Railway Colony, Rourkela",Rourkela,Railway Colony,,Low,1024,Casual Dining,1651,Yes,No,100.0,No,Yes
Bano Hotel,https://www.zomato.com/rourkela/railway-colony-restaurants?page=1,4.0,"Railway Colony, Rourkela",Rourkela,Railway Colony,,Low,1824,Casual Dining,3227,Yes,Yes,100.0,Yes,Yes
The Prakash Kitchen & Biryani Point,https://www.zomato.com/rourkela/railway-colony-restaurants?page=1,4.1,"Railway Colony, Rourkela",Rourkela,Railway Colony,,Low,886,Casual Dining,1936,Yes,No,100.0,Yes,Yes
The Renuka,https://www.zomato.com/rourkela/railway-colony-restaurants?page=1,3.8,"Railway Colony, Rourkela",Rourkela,Railway Colony,,Low,3035,Casual Dining,3565,No,Yes,150.0,No,No
Pizza Den,https://www.zomato.com/rourkela/railway-colony-restaurants?page=1,4.1,"Railway Colony, Rourkela",Rourkela,Railway Colony,"Bakery, Burger, Pizza",Low,1637,Fast Food,4088,Yes,No,100.0,No,Yes
Madhuban Restaurant,https://www.zomato.com/rourkela/railway-colony-restaurants?page=1,4.1,"Railway Colony, Rourkela",Rourkela,Railway Colony,"North Indian, South Indian, Chinese, Pizza, Sandwich, Rolls, Mithai, Shake",Low,359,Fast Food,1151,Yes,No,250.0,Yes,Yes
KFC,https://www.zomato.com/rourkela/railway-colony-restaurants?page=1,4.2,"Railway Colony, Rourkela",Rourkela,Railway Colony,,Low,557,Casual Dining,783,Yes,Yes,200.0,Yes,Yes
Hotel Garden,https://www.zomato.com/rourkela/railway-colony-restaurants?page=1,4.1,"Railway Colony, Rourkela",Rourkela,Railway Colony,,Low,1580,Casual Dining,3011,No,Yes,150.0,No,No
French Pastry & Cakes,https://www.zomato.com/rourkela/railway-colony-restaurants?page=1,3.2,"Railway Colony, Rourkela",Rourkela,Railway Colony,,Low,401,Casual Dining,813,No,No,250.0,No,No
Zaiqua Restaurant,https://www.zomato.com/rourkela/railway-colony-restaurants?page=2,3.9,"Railway Colony, Rourkela",Rourkela,Railway Colony,,Low,3075,Casual Dining,3509,Yes,Yes,100.0,Yes,Yes
Bano Hotel,https://www.zomato.com/rourkela/railway-colony-restaurants?page=2,4.0,"Railway Colony, Rourkela",Rourkela,Railway Colony,,Low,1176,Casual Dining,2901,No,Yes,100.0,No,No
The Prakash Kitchen & Biryani Point,https://www.zomato.com/rourkela/railway-colony-restaurants?page=2,4.1,"Railway Colony, Rourkela",Rourkela,Railway Colony,,Low,416,Casual Dining,623,Yes,Yes,100.0,No,Yes
The Renuka,https://www.zomato.com/rourkela/railway-colony-restaurants?page=2,3.8,"Railway Colony, Rourkela",Rourkela,Railway Colony,,Low,1532,Casual Dining,3816,Yes,Yes,150.0,No,Yes
Pizza Den,https://www.zomato.com/rourkela/railway-colony-restaurants?page=2,4.1,"Railway Colony, Rourkela",Rourkela,Railway Colony,"Bakery, Burger, Pizza",Low,930,Fast Food,2968,No,No,100.0,No,No
Madhuban Restaurant,https://www.zomato.com/rourkela/railway-colony-restaurants?page=2,4.1,"Railway Colony, Rourkela",Rourkela,Railway Colony,"North Indian, South Indian, Chinese, Pizza, Sandwich, Rolls, Mithai, Shake",Low,891,Fast Food,1852,Yes,No,250.0,No,Yes
KFC,https://www.zomato.com/rourkela/railway-colony-restaurants?page=2,4.2,"Railway Colony, Rourkela",Rourkela,Railway Colony,,Low,480,Casual Dining,1441,No,Yes,200.0,No,No
Hotel Garden,https://www.zomato.com/rourkela/railway-colony-restaurants?page=2,4.1,"Railway Colony, Rourkela",Rourkela,Railway Colony,,Low,800,Casual Dining,2473,Yes,No,150.0,No,Yes
French Pastry & Cakes,https://www.zomato.com/rourkela/railway-colony-restaurants?page=2,3.2,"Railway Colony, Rourkela",Rourkela,Railway Colony,,Low,1494,Casual Dining,1871,No,Yes,250.0,No,No
Zaiqua Restaurant,https://www.zomato.com/rourkela/basanti-nagar-restaurants?page=1,3.9,"Basanti Nagar, Rourkela",Rourkela,Basanti Nagar,,Low,1776,Casual Dining,2031,Yes,Yes,100.0,Yes,Yes
Domino's Pizza,https://www.zomato.com/rourkela/basanti-nagar-restaurants?page=1,4.1,"Basanti Nagar, Rourkela",Rourkela,Basanti Nagar,,Low,2794,Casual Dining,4243,Yes,Yes,100.0,No,Yes
Al - Afza Restaurant & Caterer,https://www.zomato.com/rourkela/basanti-nagar-restaurants?page=1,4.0,"Basanti Nagar, Rourkela",Rourkela,Basanti Nagar,,Low,1163,Casual Dining,2661,Yes,No,200.0,Yes,Yes
Chandans Fine Dining Restaurant,https://www.zomato.com/rourkela/basanti-nagar-restaurants?page=1,4.1,"Basanti Nagar, Rourkela",Rourkela,Basanti Nagar,,Low,601,Casual Dining,1910,Yes,No,150.0,Yes,Yes
La Pino'z Pizza,https://www.zomato.com/rourkela/basanti-nagar-restaurants?page=1,4.2,"Basanti Nagar, Rourkela",Rourkela,Basanti Nagar,,Low,340,Casual Dining,550,Yes,No,200.0,Yes,Yes
Hotel Garden,https://www.zomato.com/rourkela/basanti-nagar-restaurants?page=1,4.1,"Basanti Nagar, Rourkela",Rourkela,Basanti Nagar,,Low,752,Casual Dining,1657,No,Yes,150.0,No,No
Pizza Den,https://www.zomato.com/rourkela/basanti-nagar-restaurants?page=1,4.1,"Basanti Nagar, Rourkela",Rourkela,Basanti Nagar,"Bakery, Burger, Pizza",Low,2505,Fast Food,3475,Yes,No,100.0,Yes,Yes
Apna Hotel,https://www.zomato.com/rourkela/basanti-nagar-restaurants?page=1,4.1,"Basanti Nagar, Rourkela",Rourkela,Basanti Nagar,,Low,1776,Casual Dining,3111,No,No,100.0,No,No
French Pastry & Cakes,https://www.zomato.com/rourkela/basanti-nagar-restaurants?page=1,3.2,"Basanti Nagar, Rourkela",Rourkela,Basanti Nagar,,Low,317,Casual Dining,964,Yes,No,250.0,No,Yes
Zaiqua Restaurant,https://www.zomato.com/rourkela/basanti-nagar-restaurants?page=2,3.9,"Basanti Nagar, Rourkela",Rourkela,Basanti Nagar,,Low,632,Casual Dining,1068,No,Yes,100.0,No,No
Domino's Pizza,https://www.zomato.com/rourkela/basanti-nagar-restaurants?page=2,4.1,"Basanti Nagar, Rourkela",Rourkela,Basanti Nagar,,Low,374,Casual Dining,888,Yes,No,100.0,Yes,Yes
Al - Afza Restaurant & Caterer,https://www.zomato.com/rourkela/basanti-nagar-restaurants?page=2,4.0,"Basanti Nagar, Rourkela",Rourkela,Basanti Nagar,,Low,1038,Casual Dining,1763,Yes,Yes,200.0,Yes,Yes
Chandans Fine Dining Restaurant,https://www.zomato.com/rourkela/basanti-nagar-restaurants?page=2,4.1,"Basanti Nagar, Rourkela",Rourkela,Basanti Nagar,,Low,1486,Casual Dining,1799,Yes,No,150.0,Yes,Yes
La Pino'z Pizza,https://www.zomato.com/rourkela/basanti-nagar-restaurants?page=2,4.2,"Basanti Nagar, Rourkela",Rourkela,Basanti Nagar,,Low,1144,Casual Dining,3163,Yes,No,200.0,Yes,Yes
Hotel Garden,https://www.zomato.com/rourkela/basanti-nagar-restaurants?page=2,4.1,"Basanti Nagar, Rourkela",Rourkela,Basanti Nagar,,Low,1968,Casual Dining,3087,Yes,No,150.0,No,Yes
Pizza Den,https://www.zomato.com/rourkela/basanti-nagar-restaurants?page=2,4.1,"Basanti Nagar, Rourkela",Rourkela,Basanti Nagar,"Bakery, Burger, Pizza",Low,1476,Fast Food,2096,Yes,No,100.0,Yes,Yes
Apna Hotel,https://www.zomato.com/rourkela/basanti-nagar-restaurants?page=2,4.1,"Basanti Nagar, Rourkela",Rourkela,Basanti Nagar,,Low,539,Casual Dining,637,Yes,Yes,100.0,Yes,Yes
French Pastry & Cakes,https://www.zomato.com/rourkela/basanti-nagar-restaurants?page=2,3.2,"Basanti Nagar, Rourkela",Rourkela,Basanti Nagar,,Low,1488,Casual Dining,3526,Yes,Yes,250.0,No,Yes
Incanto,https://www.zomato.com/agra/kamla-nagar-restaurants?page=1,4.8,"Kamla Nagar, Agra",Agra,Kamla Nagar,"Continental, Mexican, Pizza, Sushi",High,963,Fine Dining,1958,Yes,Yes,1500.0,Yes,Yes
My Bar Headquarters,https://www.zomato.com/agra/kamla-nagar-restaurants?page=1,4.5,"Kamla Nagar, Agra",Agra,Kamla Nagar,"North Indian, Chinese, Bar Food, Italian, Desserts, Continental, Asian",High,421,Dessert,1007,Yes,No,1200.0,Yes,Yes
Aahar,https://www.zomato.com/agra/kamla-nagar-restaurants?page=1,4.2,"Kamla Nagar, Agra",Agra,Kamla Nagar,"North Indian, South Indian, Chinese, Bakery, Continental, Desserts, Beverages",High,2230,Dessert,2839,No,No,1200.0,No,No
Karchi,https://www.zomato.com/agra/kamla-nagar-restaurants?page=1,4.7,"Kamla Nagar, Agra",Agra,Kamla Nagar,"North Indian, Mughlai, Kebab, Biryani, Fast Food, Momos, Pizza, Roast Chicken",High,411,Fine Dining,824,Yes,Yes,1400.0,Yes,Yes
Urban Deck,https://www.zomato.com/agra/kamla-nagar-restaurants?page=1,4.1,"Kamla Nagar, Agra",Agra,Kamla Nagar,"Mexican, Italian, North Indian",High,381,Fine Dining,598,No,Yes,2600.0,No,No
Berco's - If You Love Chinese,https://www.zomato.com/agra/kamla-nagar-restaurants?page=1,4.3,"Kamla Nagar, Agra",Agra,Kamla Nagar,"Desserts, Tibetan, Sichuan, Thai, Momos, Seafood, Chinese, Asian",High,410,Dessert,485,No,No,1400.0,No,No
Cosmos Cafe & Bar - Fairfield By Marriott,https://www.zomato.com/agra/kamla-nagar-restaurants?page=1,4.1,"Kamla Nagar, Agra",Agra,Kamla Nagar,"Continental, North Indian, South Indian, Mughlai, Chinese, Fast Food, Desserts, Beverages",High,981,Dessert,2956,Yes,No,2400.0,No,Yes
Cafe G - Holiday Inn,https://www.zomato.com/agra/kamla-nagar-restaurants?page=1,4.4,"Kamla Nagar, Agra",Agra,Kamla Nagar,"North Indian, Continental, South Indian, Chinese, Asian, Italian",High,394,Fine Dining,583,No,Yes,2300.0,No,No
Spiced Brew,https://www.zomato.com/agra/kamla-nagar-restaurants?page=1,4.3,"Kamla Nagar, Agra",Agra,Kamla Nagar,"Cafe, Continental, Burger, Sandwich, Fast Food, Beverages, Salad, Healthy Food",Medium,922,Cafe,1212,Yes,No,800.0,No,Yes
Incanto,https://www.zomato.com/agra/kamla-nagar-restaurants?page=2,4.8,"Kamla Nagar, Agra",Agra,Kamla Nagar,"Continental, Mexican, Pizza, Sushi",High,2273,Fine Dining,4363,Yes,No,1500.0,Yes,Yes
My Bar Headquarters,https://www.zomato.com/agra/kamla-nagar-restaurants?page=2,4.5,"Kamla Nagar, Agra",Agra,Kamla Nagar,"North Indian, Chinese, Bar Food, Italian, Desserts, Continental, Asian",High,238,Dessert,587,Yes,No,1200.0,Yes,Yes
Aahar,https://www.zomato.com/agra/kamla-nagar-restaurants?page=2,4.2,"Kamla Nagar, Agra",Agra,Kamla Nagar,"North Indian, South Indian, Chinese, Bakery, Continental, Desserts, Beverages",High,933,Dessert,2405,Yes,No,1200.0,No,Yes
Karchi,https://www.zomato.com/agra/kamla-nagar-restaurants?page=2,4.7,"Kamla Nagar, Agra",Agra,Kamla Nagar,"North Indian, Mughlai, Kebab, Biryani, Fast Food, Momos, Pizza, Roast Chicken",High,210,Fine Dining,519,Yes,Yes,1400.0,No,Yes
Urban Deck,https://www.zomato.com/agra/kamla-nagar-restaurants?page=2,4.1,"Kamla Nagar, Agra",Agra,Kamla Nagar,"Mexican, Italian, North Indian",High,890,Fine Dining,1325,No,Yes,2600.0,No,No
Berco's - If You Love Chinese,https://www.zomato.com/agra/kamla-nagar-restaurants?page=2,4.3,"Kamla Nagar, Agra",Agra,Kamla Nagar,"Desserts, Tibetan, Sichuan, Thai, Momos, Seafood, Chinese, Asian",High,1260,Dessert,2002,Yes,No,1400.0,No,Yes
Cosmos Cafe & Bar - Fairfield By Marriott,https://www.zomato.com/agra/kamla-nagar-restaurants?page=2,4.1,"Kamla Nagar, Agra",Agra,Kamla Nagar,"Continental, North Indian, South Indian, Mughlai, Chinese, Fast Food, Desserts, Beverages",High,1310,Dessert,1913,Yes,No,2400.0,Yes,Yes
Cafe G - Holiday Inn,https://www.zomato.com/agra/kamla-nagar-restaurants?page=2,4.4,"Kamla Nagar, Agra",Agra,Kamla Nagar,"North Indian, Continental, South Indian, Chinese, Asian, Italian",High,789,Fine Dining,2414,No,Yes,2300.0,No,No
Spiced Brew,https://www.zomato.com/agra/kamla-nagar-restaurants?page=2,4.3,"Kamla Nagar, Agra",Agra,Kamla Nagar,"Cafe, Continental, Burger, Sandwich, Fast Food, Beverages, Salad, Healthy Food",Medium,1266,Cafe,2196,Yes,Yes,800.0,Yes,Yes
Incanto,https://www.zomato.com/agra/khandari-restaurants?page=1,4.8,"Khandari, Agra",Agra,Khandari,"Continental, Mexican, Pizza, Sushi",High,569,Fine Dining,1417,Yes,Yes,1500.0,Yes,Yes
My Bar Headquarters,https://www.zomato.com/agra/khandari-restaurants?page=1,4.5,"Khandari, Agra",Agra,Khandari,"North Indian, Chinese, Bar Food, Italian, Desserts, Continental, Asian",High,821,Dessert,1759,Yes,No,1200.0,Yes,Yes
Aahar,https://www.zomato.com/agra/khandari-restaurants?page=1,4.2,"Khandari, Agra",Agra,Khandari,"North Indian, South Indian, Chinese, Bakery, Continental, Desserts, Beverages",High,767,Dessert,1560,Yes,No,1200.0,Yes,Yes
Karchi,https://www.zomato.com/agra/khandari-restaurants?page=1,4.7,"Khandari, Agra",Agra,Khandari,"North Indian, Mughlai, Kebab, Biryani, Fast Food, Momos, Pizza, Roast Chicken",High,3184,Fine Dining,4309,Yes,Yes,1400.0,Yes,Yes
Urban Deck,https://www.zomato.com/agra/khandari-restaurants?page=1,4.1,"Khandari, Agra",Agra,Khandari,"Mexican, Italian, North Indian",High,706,Fine Dining,2200,No,No,2600.0,No,No
Berco's - If You Love Chinese,https://www.zomato.com/agra/khandari-restaurants?page=1,4.3,"Khandari, Agra",Agra,Khandari,"Desserts, Tibetan, Sichuan, Thai, Momos, Seafood, Chinese, Asian",High,821,Dessert,1233,Yes,No,1400.0,Yes,Yes
Cosmos Cafe & Bar - Fairfield By Marriott,https://www.zomato.com/agra/khandari-restaurants?page=1,4.1,"Khandari, Agra",Agra,Khandari,"Continental, North Indian, South Indian, Mughlai, Chinese, Fast Food, Desserts, Beverages",High,1897,Dessert,4857,Yes,No,2400.0,No,Yes
The Saheb's Realm,https://www.zomato.com/agra/khandari-restaurants?page=1,,"Khandari, Agra",Agra,Khandari,"North Indian, Fast Food, Biryani, Mughlai, Italian, Rolls",High,1178,Fine Dining,1797,No,Yes,2400.0,No,No
Cafe G - Holiday Inn,https://www.zomato.com/agra/khandari-restaurants?page=1,4.4,"Khandari, Agra",Agra,Khandari,"North Indian, Continental, South Indian, Chinese, Asian, Italian",High,674,Fine Dining,1319,No,Yes,2300.0,No,No
Incanto,https://www.zomato.com/agra/khandari-restaurants?page=2,4.8,"Khandari, Agra",Agra,Khandari,"Continental, Mexican, Pizza, Sushi",High,1502,Fine Dining,3470,No,Yes,1500.0,No,No
My Bar Headquarters,https://www.zomato.com/agra/khandari-restaurants?page=2,4.5,"Khandari, Agra",Agra,Khandari,"North Indian, Chinese, Bar Food, Italian, Desserts, Continental, Asian",High,1208,Dessert,2699,Yes,Yes,1200.0,Yes,Yes
Aahar,https://www.zomato.com/agra/khandari-restaurants?page=2,4.2,"Khandari, Agra",Agra,Khandari,"North Indian, South Indian, Chinese, Bakery, Continental, Desserts, Beverages",High,2296,Dessert,2877,Yes,Yes,1200.0,Yes,Yes
Karchi,https://www.zomato.com/agra/khandari-restaurants?page=2,4.7,"Khandari, Agra",Agra,Khandari,"North Indian, Mughlai, Kebab, Biryani, Fast Food, Momos, Pizza, Roast Chicken",High,152,Fine Dining,284,Yes,Yes,1400.0,Yes,Yes
Urban Deck,https://www.zomato.com/agra/khandari-restaurants?page=2,4.1,"Khandari, Agra",Agra,Khandari,"Mexican, Italian, North Indian",High,3097,Fine Dining,3829,No,Yes,2600.0,No,No
Berco's - If You Love Chinese,https://www.zomato.com/agra/khandari-restaurants?page=2,4.3,"Khandari, Agra",Agra,Khandari,"Desserts, Tibetan, Sichuan, Thai, Momos, Seafood, Chinese, Asian",High,225,Dessert,665,Yes,No,1400.0,Yes,Yes
Cosmos Cafe & Bar - Fairfield By Marriott,https://www.zomato.com/agra/khandari-restaurants?page=2,4.1,"Khandari, Agra",Agra,Khandari,"Continental, North Indian, South Indian, Mughlai, Chinese, Fast Food, Desserts, Beverages",High,800,Dessert,2185,Yes,No,2400.0,Yes,Yes
The Saheb's Realm,https://www.zomato.com/agra/khandari-restaurants?page=2,,"Khandari, Agra",Agra,Khandari,"North Indian, Fast Food, Biryani, Mughlai, Italian, Rolls",High,848,Fine Dining,1146,No,Yes,2400.0,No,No
Cafe G - Holiday Inn,https://www.zomato.com/agra/khandari-restaurants?page=2,4.4,"Khandari, Agra",Agra,Khandari,"North Indian, Continental, South Indian, Chinese, Asian, Italian",High,1123,Fine Dining,1710,No,Yes,2300.0,No,No
The Salt Cafe Kitchen & Bar,https://www.zomato.com/agra/rakabganj-restaurants?page=1,4.9,"Rakabganj, Agra",Agra,Rakabganj,"North Indian, Continental, Chinese, Italian, Finger Food",High,922,Fine Dining,1772,No,Yes,2000.0,No,No
Molecule Air Bar,https://www.zomato.com/agra/rakabganj-restaurants?page=1,4.5,"Rakabganj, Agra",Agra,Rakabganj,"North Indian, Chinese, Continental, Italian, Finger Food",High,407,Fine Dining,1099,No,Yes,1700.0,No,No
Beep,https://www.zomato.com/agra/rakabganj-restaurants?page=1,4.6,"Rakabganj, Agra",Agra,Rakabganj,"North Indian, Chinese, Continental, Pizza, Pasta",High,262,Fine Dining,480,No,Yes,2500.0,No,No
Incanto,https://www.zomato.com/agra/rakabganj-restaurants?page=1,4.8,"Rakabganj, Agra",Agra,Rakabganj,"Continental, Mexican, Pizza, Sushi",High,368,Fine Dining,416,No,Yes,1500.0,No,No
Palm Burj,https://www.zomato.com/agra/rakabganj-restaurants?page=1,4.4,"Rakabganj, Agra",Agra,Rakabganj,"North Indian, Chinese, Continental, Sushi, Sichuan, Beverages, Desserts",High,934,Dessert,1351,Yes,No,2200.0,Yes,Yes
The Nawaabs,https://www.zomato.com/agra/rakabganj-restaurants?page=1,4.4,"Rakabganj, Agra",Agra,Rakabganj,"North Indian, Biryani, Kebab, Beverages",High,1370,Fine Dining,1879,No,Yes,1300.0,No,No
Qairo,https://www.zomato.com/agra/rakabganj-restaurants?page=1,,"Rakabganj, Agra",Agra,Rakabganj,"Mediterranean, Italian",High,1000,Fine Dining,2062,No,Yes,1800.0,No,No
My Bar Headquarters,https://www.zomato.com/agra/rakabganj-restaurants?page=1,4.5,"Rakabganj, Agra",Agra,Rakabganj,"North Indian, Chinese, Bar Food, Italian, Desserts, Continental, Asian",High,873,Dessert,1335,Yes,Yes,1200.0,No,Yes
Unplugged Courtyard,https://www.zomato.com/agra/rakabganj-restaurants?page=1,4.3,"Rakabganj, Agra",Agra,Rakabganj,,High,951,Casual Dining,3105,No,No,3900.0,No,No
The Salt Cafe Kitchen & Bar,https://www.zomato.com/agra/rakabganj-restaurants?page=2,4.9,"Rakabganj, Agra",Agra,Rakabganj,"North Indian, Continental, Chinese, Italian, Finger Food",High,3036,Fine Dining,3408,No,No,2000.0,No,No
Molecule Air Bar,https://www.zomato.com/agra/rakabganj-restaurants?page=2,4.5,"Rakabganj, Agra",Agra,Rakabganj,"North Indian, Chinese, Continental, Italian, Finger Food",High,1566,Fine Dining,1957,No,Yes,1700.0,No,No
Beep,https://www.zomato.com/agra/rakabganj-restaurants?page=2,4.6,"Rakabganj, Agra",Agra,Rakabganj,"North Indian, Chinese, Continental, Pizza, Pasta",High,759,Fine Dining,1418,No,Yes,2500.0,No,No
Incanto,https://www.zomato.com/agra/rakabganj-restaurants?page=2,4.8,"Rakabganj, Agra",Agra,Rakabganj,"Continental, Mexican, Pizza, Sushi",High,2021,Fine Dining,3623,Yes,Yes,1500.0,Yes,Yes
Palm Burj,https://www.zomato.com/agra/rakabganj-restaurants?page=2,4.4,"Rakabganj, Agra",Agra,Rakabganj,"North Indian, Chinese, Continental, Sushi, Sichuan, Beverages, Desserts",High,880,Dessert,1579,Yes,No,2200.0,Yes,Yes
The Nawaabs,https://www.zomato.com/agra/rakabganj-restaurants?page=2,4.4,"Rakabganj, Agra",Agra,Rakabganj,"North Indian, Biryani, Kebab, Beverages",High,2684,Fine Dining,3507,No,Yes,1300.0,No,No
Qairo,https://www.zomato.com/agra/rakabganj-restaurants?page=2,,"Rakabganj, Agra",Agra,Rakabganj,"Mediterranean, Italian",High,1019,Fine Dining,1560,No,No,1800.0,No,No
My Bar Headquarters,https://www.zomato.com/agra/rakabganj-restaurants?page=2,4.5,"Rakabganj, Agra",Agra,Rakabganj,"North Indian, Chinese, Bar Food, Italian, Desserts, Continental, Asian",High,448,Dessert,1374,No,No,1200.0,No,No
Unplugged Courtyard,https://www.zomato.com/agra/rakabganj-restaurants?page=2,4.3,"Rakabganj, Agra",Agra,Rakabganj,,High,2082,Casual Dining,3010,No,No,3900.0,No,No
The Salt Cafe Kitchen & Bar,https://www.zomato.com/agra/mantola-restaurants?page=1,4.9,"Mantola, Agra",Agra,Mantola,"North Indian, Continental, Chinese, Italian, Finger Food",High,1712,Fine Dining,2106,No,Yes,2000.0,No,No
Beep,https://www.zomato.com/agra/mantola-restaurants?page=1,4.6,"Mantola, Agra",Agra,Mantola,"North Indian, Chinese, Continental, Pizza, Pasta",High,1745,Fine Dining,2529,No,Yes,2500.0,No,No
